2022-04-25 02:51:12.758324,---,---,---,---
2022-04-25 02:51:13.333658,CH362,Chemical Kinetics,Collision Theory,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:15.083081,CH952,Haloalkanes & Haloarenes,Haloalkanes Nomenclature,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:16.091028,CH1423,Amines,Amines Preparation - 2,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:17.341087,CH916,Coordination Compounds,Compounds Bonding - 2,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:18.498156,CH186,Solutions,Colligative Properties-2,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:20.894639,CH143,Solutions,Solubility Solutions,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:22.264019,CH34,Solid State,Crystalline Solids,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:23.693666,CH1512,Amines,Preparation Method,"Homogeneity refers to uniformity in composition, which is a characteristic property of crystalline solids. Isotropy is when the values of physical properties do not change with direction throughout the body of the solid. Crystalline solids are anisotropic because the composition of the solid changes with direction, hence the physical properties also change with direction.",b,a
2022-04-25 02:51:25.304435,CH431,Elements Principles & Processes,Ores Concentration,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:26.958351,CH219,Electrochemistry,Galvanic Cells,"Amorphous solids behave like fluids and flow very slowly under the influence of gravity. Hence, they are said to be supercooled liquids.",a,a
2022-04-25 02:51:28.434686,CH1762,Everyday Life Chemistry,Drugs & its Classification,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:29.711293,CH1544,Amines,Chemical Reactions - 2,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:30.991350,CH1797,Everyday Life Chemistry,Food Chemicals,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:32.373989,CH1386,Amines,Amines Nomenclature - 1,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:33.243031,CH385,Surface Chemistry,Colloids,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:34.237066,CH365,Surface Chemistry,Adsorption,"Homogeneity refers to uniformity in composition, which is a characteristic property of crystalline solids. Isotropy is when the values of physical properties do not change with direction throughout the body of the solid. Crystalline solids are anisotropic because the composition of the solid changes with direction, hence the physical properties also change with direction.",b,a
2022-04-25 02:51:35.687878,CH1232,"Aldehydes, Ketones & Carboxylic Acids",Physical Properties,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:37.020946,CH330,Chemical Kinetics,Integrated Rate Equations,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:38.009612,CH1126,"Alcohols, Phenols & Ethers",Alcohols & Phenols - 2,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
2022-04-25 02:51:38.979124,CH682,P-Block Elements,Group 17 Elements,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a
END
END

